name;description
DB80 - СЕЯЛКА;DB80 Planter (48/32 Row, 20/30-Inch Spacing)(S.N. 755101- )(North America Edition) - PC13224
CCS - СЕЯЛКА;DB88 Planter (48 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12689
DB88 - СЕЯЛКА;DB88 Planter (48 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12689
CCS - СЕЯЛКА;DB90 Planter (36 Rows, 30-Inch Spacing)(S.N. 755101-794100)(North America Edition) - PC12684
DB90 - СЕЯЛКА;DB90 Planter (36 Rows, 30-Inch Spacing)(S.N. 755101-794100)(North America Edition) - PC12684
DB90 - СЕЯЛКА;DB90 Planter (54 Rows, 20-Inch Spacing)(S.N. 755101-794100)(North America Edition) - PC12800
CCS - СЕЯЛКА;DB90 Planter (54 Rows, 20-Inch Spacing)(S.N. 755101-794100)(North America Edition) - PC12800
Part Master;WIRING HARNESS, HARNESS, PT
1700 - СЕЯЛКА;1700 Integral Planter - PC2530
1705 - СЕЯЛКА;1705 Integral Planter (S.N. 760101- )(Russian) - PC12229
CCS - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 CCS Stack-Fold Planter - PC9900
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
CCS - СЕЯЛКА;1725 CCS Stack Fold Planter (S.N. 760101- ) - PC12233
1725 - СЕЯЛКА;1725 CCS Stack Fold Planter (S.N. 760101- ) - PC12233
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
1730 - СЕЯЛКА;1730 Narrow Row Integral Planter - PC2534
1735 - СЕЯЛКА;1735 Narrow Row Integral Planter (S.N. 760101- ) - PC12235
1750 - СЕЯЛКА;1750 Conservation Planter (4, 6 and 8 Row) - PC2529
1755 - СЕЯЛКА;1755 Conservation Planter (S.N. 760101 - 790100) - PC12236
60 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
60 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1765 - СЕЯЛКА;1765 Drawn Conservation Planter (S.N. 760101- ) - PC12237
1765NT - СЕЯЛКА;1765NT Conservation Planter (S.N. 760101- ) - PC12238
1770 - СЕЯЛКА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
60 - СЕЯЛКА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
60 - ТЕЛЕЖКА, СЕМЕНА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
1770 - ТЕЛЕЖКА, СЕМЕНА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
1775 - СЕЯЛКА;1775 Flex-Fold Planter (S.N. 760101- ) - PC12239
1780 - СЕЯЛКА;1780 MAXEMERGE PLUS Narrow Rigid Drawn Conservation Planter, 4, 6 and 8 Row (Russian) - PC2535
1785 - СЕЯЛКА;1785 Narrow Row Planter (S.N. 760101- )(Russian) - PC12241
1700 - СЕЯЛКА;1700 Integral Planter - PC2530
1705 - СЕЯЛКА;1705 Integral Planter (S.N. 760101- )(Russian) - PC12229
1730 - СЕЯЛКА;1730 Narrow Row Integral Planter - PC2534
1735 - СЕЯЛКА;1735 Narrow Row Integral Planter (S.N. 760101- ) - PC12235
1750 - СЕЯЛКА;1750 Conservation Planter (4, 6 and 8 Row) - PC2529
1755 - СЕЯЛКА;1755 Conservation Planter (S.N. 760101 - 790100) - PC12236
60 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
60 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1765 - СЕЯЛКА;1765 Drawn Conservation Planter (S.N. 760101- ) - PC12237
1765NT - СЕЯЛКА;1765NT Conservation Planter (S.N. 760101- ) - PC12238
1770 - СЕЯЛКА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
60 - СЕЯЛКА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
60 - ТЕЛЕЖКА, СЕМЕНА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
1770 - ТЕЛЕЖКА, СЕМЕНА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
1775 - СЕЯЛКА;1775 Flex-Fold Planter (S.N. 760101- ) - PC12239
1780 - СЕЯЛКА;1780 MAXEMERGE PLUS Narrow Rigid Drawn Conservation Planter, 4, 6 and 8 Row (Russian) - PC2535
1785 - СЕЯЛКА;1785 Narrow Row Planter (S.N. 760101- )(Russian) - PC12241
1700 - СЕЯЛКА;1700 Integral Planter - PC2530
1705 - СЕЯЛКА;1705 Integral Planter (S.N. 760101- )(Russian) - PC12229
1750 - СЕЯЛКА;1750 Conservation Planter (4, 6 and 8 Row) - PC2529
1755 - СЕЯЛКА;1755 Conservation Planter (S.N. 760101 - 790100) - PC12236
1780 - СЕЯЛКА;1780 MAXEMERGE PLUS Narrow Rigid Drawn Conservation Planter, 4, 6 and 8 Row (Russian) - PC2535
1785 - СЕЯЛКА;1785 Narrow Row Planter (S.N. 760101- )(Russian) - PC12241
CCS - СЕЯЛКА;DB80 Planter (48/32 Row, 20/30-Inch Spacing)(S.N. 755101- )(North America Edition) - PC13224
DB80 - СЕЯЛКА;DB80 Planter (48/32 Row, 20/30-Inch Spacing)(S.N. 755101- )(North America Edition) - PC13224
CCS - СЕЯЛКА;DB88 Planter (48 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12689
DB88 - СЕЯЛКА;DB88 Planter (48 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12689
1700 - СЕЯЛКА;1700 Integral Planter - PC2530
1705 - СЕЯЛКА;1705 Integral Planter (S.N. 760101- )(Russian) - PC12229
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
1750 - СЕЯЛКА;1750 Conservation Planter (4, 6 and 8 Row) - PC2529
1755 - СЕЯЛКА;1755 Conservation Planter (S.N. 760101 - 790100) - PC12236
60 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
60 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1765 - СЕЯЛКА;1765 Drawn Conservation Planter (S.N. 760101- ) - PC12237
1765NT - СЕЯЛКА;1765NT Conservation Planter (S.N. 760101- ) - PC12238
1780 - СЕЯЛКА;1780 MAXEMERGE PLUS Narrow Rigid Drawn Conservation Planter, 4, 6 and 8 Row (Russian) - PC2535
1785 - СЕЯЛКА;1785 Narrow Row Planter (S.N. 760101- )(Russian) - PC12241
1700 - СЕЯЛКА;1700 Integral Planter - PC2530
1705 - СЕЯЛКА;1705 Integral Planter (S.N. 760101- )(Russian) - PC12229
1720 - СЕЯЛКА;1720 Stack-Fold Planter - PC2538
CCS - СЕЯЛКА;1725 CCS Stack Fold Planter (S.N. 760101- ) - PC12233
1725 - СЕЯЛКА;1725 CCS Stack Fold Planter (S.N. 760101- ) - PC12233
1725 - СЕЯЛКА;1725 Stack Fold Planter (S.N. 760101- ) - PC12232
1730 - СЕЯЛКА;1730 Narrow Row Integral Planter - PC2534
1735 - СЕЯЛКА;1735 Narrow Row Integral Planter (S.N. 760101- ) - PC12235
60 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1760 - ТЕЛЕЖКА, СЕМЕНА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
60 - СЕЯЛКА;1760 Wing-Fold (8-Row and 12-Row) Drawn Conservation Planter and 60 Seed Cart - PC2433
1765 - СЕЯЛКА;1765 Drawn Conservation Planter (S.N. 760101- ) - PC12237
1765NT - СЕЯЛКА;1765NT Conservation Planter (S.N. 760101- ) - PC12238
1770 - СЕЯЛКА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
60 - СЕЯЛКА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
60 - ТЕЛЕЖКА, СЕМЕНА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
1770 - ТЕЛЕЖКА, СЕМЕНА;1770 12-Row Narrow Planter and 60 Seed Cart - PC2511
1775 - СЕЯЛКА;1775 Flex-Fold Planter (S.N. 760101- ) - PC12239
1775NT - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 760101-794100) - PC12240
CCS - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 760101-794100) - PC12240
1780 - СЕЯЛКА;1780 MAXEMERGE PLUS Narrow Rigid Drawn Conservation Planter, 4, 6 and 8 Row (Russian) - PC2535
1785 - СЕЯЛКА;1785 Narrow Row Planter (S.N. 760101- )(Russian) - PC12241
DB120 - СЕЯЛКА;DB120 Planter (48 Rows, 30-Inch Spacing)(S.N. 794101- )(Russian) - PC16155
DB60 - СЕЯЛКА;DB60 Planter (36 Rows, 20 Inch Spacing)(S.N. 794101- )(Russian) - PC16146
DB66 - СЕЯЛКА;DB66 Planter (36 Rows, 22-Inch Spacing)(S.N. 794101- )(Russian) - PC16153
DB80 - СЕЯЛКА;DB80 Planter (32 Rows, 30-Inch Spacing)(S.N. 794101- )(Russian) - PC16148
DB90 - СЕЯЛКА;DB90 Planter (54 Rows, 20-Inch Spacing)(S.N. 794101- )(Russian) - PC16151
Part Master;WIRING HARNESS, HARNESS, WI
1700 - СЕЯЛКА;1700 Integral Planter - PC2530
1705 - СЕЯЛКА;1705 Integral Planter (S.N. 760101- )(Russian) - PC12229
1750 - СЕЯЛКА;1750 Conservation Planter (4, 6 and 8 Row) - PC2529
1755 - СЕЯЛКА;1755 Conservation Planter (S.N. 760101 - 790100) - PC12236
CCS - СЕЯЛКА;DB44 Planter (24 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12685
DB44 - СЕЯЛКА;DB44 Planter (24 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12685
DB60 - СЕЯЛКА;DB60 Planter (24 Rows, 30-Inch Spacing) (S.N. 755101-794100)(North America Edition) - PC12614
DB60 - СЕЯЛКА;DB60 Split Row Planter (24/47 or 48 Rows, 30/15 Inch Spacing)(S.N. 755101-794100) - PC12615
DB60 - СЕЯЛКА;DB60 Planter (24 Rows, 30 Inch Spacing)(S.N. 794101- )(Russian) - PC16145
DB60 - СЕЯЛКА;DB60 Planter (24 Rows, 30-Inch Spacing) (S.N. 755101-794100)(North America Edition) - PC12614
DB60 - СЕЯЛКА;DB60 Planter (24/47 or 48 Rows, 30/15-Inch Spacing)(S.N. 794101- )(Russian) - PC16147
DB60 - СЕЯЛКА;DB60 Planter (36 Rows, 20 Inch Spacing) (S.N. 755101-794100) - PC12616
DB60 - СЕЯЛКА;DB60 Planter (36 Rows, 20 Inch Spacing)(S.N. 794101- )(Russian) - PC16146
DB60 - СЕЯЛКА;DB60 Split Row Planter (24/47 or 48 Rows, 30/15 Inch Spacing)(S.N. 755101-794100) - PC12615
CCS - СЕЯЛКА;DB66 Planter (36 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12686
DB66 - СЕЯЛКА;DB66 Planter (36 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12686
DB66 - СЕЯЛКА;DB66 Planter (36 Rows, 22-Inch Spacing)(S.N. 794101- )(Russian) - PC16153
N543F - СЕЯЛКА, ПНЕВМАТИЧЕСКАЯ;N543F No-Till Air Drill (Russian) - PC13812
P576 - СЕЯЛКА, ПНЕВМАТИЧЕСКАЯ;P576 Air Hoe Drill (North America Edition) - PC13816
DB60 - СЕЯЛКА;DB60 Planter (24 Rows, 30 Inch Spacing)(S.N. 794101- )(Russian) - PC16145
DB60 - СЕЯЛКА;DB60 Planter (24 Rows, 30-Inch Spacing) (S.N. 755101-794100)(North America Edition) - PC12614
DB60 - СЕЯЛКА;DB60 Planter (24/47 or 48 Rows, 30/15-Inch Spacing)(S.N. 794101- )(Russian) - PC16147
DB60 - СЕЯЛКА;DB60 Planter (36 Rows, 20 Inch Spacing) (S.N. 755101-794100) - PC12616
DB60 - СЕЯЛКА;DB60 Planter (36 Rows, 20 Inch Spacing)(S.N. 794101- )(Russian) - PC16146
DB60 - СЕЯЛКА;DB60 Split Row Planter (24/47 or 48 Rows, 30/15 Inch Spacing)(S.N. 755101-794100) - PC12615
CCS - СЕЯЛКА;DB66 Planter (36 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12686
DB66 - СЕЯЛКА;DB66 Planter (36 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12686
DB66 - СЕЯЛКА;DB66 Planter (36 Rows, 22-Inch Spacing)(S.N. 794101- )(Russian) - PC16153
1745 - СЕЯЛКА;1745 Rigid Frame Planter (North America Edition) - PC6197
1755 - СЕЯЛКА;1755 Conservation Planter (S.N. 760101 - 790100) - PC12236
1755 - СЕЯЛКА;1755 Planter (4, 6 and 8 Row)(Mexico Edition)(Russian) - PC6156
1755 - СЕЯЛКА;1755 Planter (4, 6 and 8 Row)(S.N. 790101- ) - PC6205
1765 - СЕЯЛКА;1765 Drawn Conservation Planter (S.N. 760101- ) - PC12237
1765NT - СЕЯЛКА;1765NT Conservation Planter (S.N. 760101- ) - PC12238
1775 - СЕЯЛКА;1775 Flex-Fold Planter (S.N. 760101- ) - PC12239
1775NT - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 760101-794100) - PC12240
CCS - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 760101-794100) - PC12240
1775NT - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 794101- )(Russian) - PC16139
1775NT - СЕЯЛКА;1775NT Narrow Transport 16-Row Planter (S.N. 760101-794100) - PC12248
CCS - СЕЯЛКА;1775NT Narrow Transport 16-Row Planter (S.N. 760101-794100) - PC12248
1775NT - СЕЯЛКА;1775NT Narrow Transport 16-Row Planter (S.N. 794101- )(Russian) - PC16140
1775NT - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 760101-794100) - PC12249
CCS - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 760101-794100) - PC12249
1775NT - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 794101- )(Russian) - PC16141
1785 - СЕЯЛКА;1785 Narrow Row Planter (S.N. 760101- )(Russian) - PC12241
AIR CART - ТЕЛЕЖКА, ТОВАР;C650 Air Cart (North America Edition) - PC13809
C650 - ТЕЛЕЖКА, ТОВАР;C650 Air Cart (North America Edition) - PC13809
AIR CART - ТЕЛЕЖКА, ТОВАР;C650 Air Cart (North America Edition) - PC13809
C650 - ТЕЛЕЖКА, ТОВАР;C650 Air Cart (North America Edition) - PC13809
Part Master;BRACKET, VRD, DB PLANTERS
1890 - СЕЯЛКА, ПНЕВМАТИЧЕСКАЯ;1890 No-Till Air Drill (5-Section)(Russian) - PC11647
N530F - СЕЯЛКА, ПНЕВМАТИЧЕСКАЯ;N530F No-Till Air Drill (Russian) - PC13810
N540F - СЕЯЛКА, ПНЕВМАТИЧЕСКАЯ;N540F No-Till Air Drill (Russian) - PC13811
N543F - СЕЯЛКА, ПНЕВМАТИЧЕСКАЯ;N543F No-Till Air Drill (Russian) - PC13812
N550 - СЕЯЛКА, ПНЕВМАТИЧЕСКАЯ;N550 No-Till Air Drill (North America Edition) - PC16058
N560 - СЕЯЛКА, ПНЕВМАТИЧЕСКАЯ;N560 No-Till Air Drill (North America Edition) - PC16059
1890 - СЕЯЛКА, ПНЕВМАТИЧЕСКАЯ;1890 No-Till Air Drill (3-Section)(Russian) - PC9227
DB - СЕЯЛКА;DB62 Planter (36 Rows, 52.5cm Spacing) - PC10772
DB62 - СЕЯЛКА;DB62 Planter (36 Rows, 52.5cm Spacing) - PC10772
DB74 - СЕЯЛКА;DB74 Planter (32 Rows, 70cm Spacing)(Russian) - PC10778
DB90 - СЕЯЛКА;DB90 Planter (54 Rows, 20-Inch Spacing)(S.N. 794101- )(Russian) - PC16151
DB - СЕЯЛКА;DB62 Planter (36 Rows, 52.5cm Spacing) - PC10772
DB62 - СЕЯЛКА;DB62 Planter (36 Rows, 52.5cm Spacing) - PC10772
DB74 - СЕЯЛКА;DB74 Planter (32 Rows, 70cm Spacing)(Russian) - PC10778
DB90 - СЕЯЛКА;DB90 Planter (54 Rows, 20-Inch Spacing)(S.N. 794101- )(Russian) - PC16151
1870 - СЕЯЛКА, ПНЕВМАТИЧЕСКАЯ;1870 Air Hoe Drill 40 and 56 ft (12.2 and 17.1 m) - PC9733
P540 - СЕЯЛКА, ПНЕВМАТИЧЕСКАЯ;P540 Air Hoe Drill (North America Edition)(Russian) - PC13814
P556 - СЕЯЛКА, ПНЕВМАТИЧЕСКАЯ;P556 Air Hoe Drill (North America Edition)(Russian) - PC13815
1910 - ТЕЛЕЖКА, ТОВАР;1910 Commodity Air Cart (Hydraulic Drive)(Russian) - PC12063
HYDRAULIC DRIVE - ТЕЛЕЖКА, ТОВАР;1910 Commodity Air Cart (Hydraulic Drive)(Russian) - PC12063
AIR CART - ТЕЛЕЖКА, ТОВАР;1910 Commodity Air Cart (Hydraulic Drive)(Russian) - PC12063
1910 - ТЕЛЕЖКА, ТОВАР;1910 Commodity Air Cart (Hydraulic Drive)(Russian) - PC12063
HYDRAULIC DRIVE - ТЕЛЕЖКА, ТОВАР;1910 Commodity Air Cart (Hydraulic Drive)(Russian) - PC12063
AIR CART - ТЕЛЕЖКА, ТОВАР;1910 Commodity Air Cart (Hydraulic Drive)(Russian) - PC12063
1775NT - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 760101-794100) - PC12240
CCS - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 760101-794100) - PC12240
1725C - СЕЯЛКА;1725C Planter - PC12979
1775NT - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 760101-794100) - PC12240
CCS - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 760101-794100) - PC12240
1775NT - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 794101- )(Russian) - PC16139
1775NT - СЕЯЛКА;1775NT Narrow Transport 16-Row Planter (S.N. 760101-794100) - PC12248
CCS - СЕЯЛКА;1775NT Narrow Transport 16-Row Planter (S.N. 760101-794100) - PC12248
1775NT - СЕЯЛКА;1775NT Narrow Transport 16-Row Planter (S.N. 794101- )(Russian) - PC16140
1775NT - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 760101-794100) - PC12249
CCS - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 760101-794100) - PC12249
1775NT - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 794101- )(Russian) - PC16141
1795 - СЕЯЛКА;1795 Front Fold Planter (23/24 Rows, 15-Inch Spacing)(S.N. 794101- )(Russian) - PC16142
1795 - СЕЯЛКА;1795 Front Fold Planter (23/24/31/32 Rows, 15-Inch Spacing)(24 Rows, 20-Inch Spacing)(S.N. 760101-794100) - PC12242
1795 - СЕЯЛКА;1795 Front Fold Planter (24 Rows, 20-Inch Spacing)(S.N. 794101- )(Russian) - PC16144
1795 - СЕЯЛКА;1795 Front Fold Planter (31/32 Rows, 15-Inch Spacing)(S.N. 794101- )(Russian) - PC16143
DB60 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
CCS - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
DB88 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
DB80 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
DB58 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
DB66 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
DB44 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
DB90 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
DB120 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
CCS - СЕЯЛКА;DB44 Planter (24 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12685
DB44 - СЕЯЛКА;DB44 Planter (24 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12685
DB44 - СЕЯЛКА;DB44 Planter (24 Rows, 22-Inch Spacing)(S.N. 794101- )(Russian) - PC16152
DB55 - СЕЯЛКА;DB55 Planter (24 Rows, 70cm spacing) (Russian) - PC10776
DB60 - СЕЯЛКА;DB60 Planter (24 Rows, 30 Inch Spacing)(S.N. 794101- )(Russian) - PC16145
DB60 - СЕЯЛКА;DB60 Planter (24 Rows, 30-Inch Spacing) (S.N. 755101-794100)(North America Edition) - PC12614
DB60 - СЕЯЛКА;DB60 Planter (24/47 or 48 Rows, 30/15-Inch Spacing)(S.N. 794101- )(Russian) - PC16147
DB60 - СЕЯЛКА;DB60 Planter (36 Rows, 20 Inch Spacing) (S.N. 755101-794100) - PC12616
DB60 - СЕЯЛКА;DB60 Planter (36 Rows, 20 Inch Spacing)(S.N. 794101- )(Russian) - PC16146
DB60 - СЕЯЛКА;DB60 Split Row Planter (24/47 or 48 Rows, 30/15 Inch Spacing)(S.N. 755101-794100) - PC12615
CCS - СЕЯЛКА;DB66 Planter (36 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12686
DB66 - СЕЯЛКА;DB66 Planter (36 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12686
DB66 - СЕЯЛКА;DB66 Planter (36 Rows, 22-Inch Spacing)(S.N. 794101- )(Russian) - PC16153
DB80 - СЕЯЛКА;DB80 Planter (32 Rows, 30-Inch Spacing)(S.N. 794101- )(Russian) - PC16148
CCS - СЕЯЛКА;DB80 Planter (48/32 Row, 20/30-Inch Spacing)(S.N. 755101- )(North America Edition) - PC13224
DB80 - СЕЯЛКА;DB80 Planter (48/32 Row, 20/30-Inch Spacing)(S.N. 755101- )(North America Edition) - PC13224
CCS - СЕЯЛКА;DB90 Planter (36 Rows, 30-Inch Spacing)(S.N. 755101-794100)(North America Edition) - PC12684
DB90 - СЕЯЛКА;DB90 Planter (36 Rows, 30-Inch Spacing)(S.N. 755101-794100)(North America Edition) - PC12684
DB90 - СЕЯЛКА;DB90 Planter (36 Rows, 30-Inch Spacing)(S.N. 794101- )(Russian) - PC16150
DB90 - СЕЯЛКА;DB90 Planter (54 Rows, 20-Inch Spacing)(S.N. 755101-794100)(North America Edition) - PC12800
CCS - СЕЯЛКА;DB90 Planter (54 Rows, 20-Inch Spacing)(S.N. 755101-794100)(North America Edition) - PC12800
DB60 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
CCS - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
DB88 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
DB80 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
DB58 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
DB66 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
DB44 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
DB90 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
DB120 - СЕЯЛКА;DB Series Planter (DB44, DB58, DB60, DB66, DB80, DB88, DB90)(S.N. -755100)(North America Edition) - PC12243
CCS - СЕЯЛКА;DB44 Planter (24 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12685
DB44 - СЕЯЛКА;DB44 Planter (24 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12685
DB60 - СЕЯЛКА;DB60 Planter (24 Rows, 30-Inch Spacing) (S.N. 755101-794100)(North America Edition) - PC12614
DB60 - СЕЯЛКА;DB60 Planter (24/47 or 48 Rows, 30/15-Inch Spacing)(S.N. 794101- )(Russian) - PC16147
DB60 - СЕЯЛКА;DB60 Planter (36 Rows, 20 Inch Spacing) (S.N. 755101-794100) - PC12616
DB60 - СЕЯЛКА;DB60 Split Row Planter (24/47 or 48 Rows, 30/15 Inch Spacing)(S.N. 755101-794100) - PC12615
CCS - СЕЯЛКА;DB66 Planter (36 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12686
DB66 - СЕЯЛКА;DB66 Planter (36 Row, 22-Inch Spacing)(S.N. 755101- )(North America Edition) - PC12686
DB90 - СЕЯЛКА;DB90 Planter (54 Rows, 20-Inch Spacing)(S.N. 755101-794100)(North America Edition) - PC12800
CCS - СЕЯЛКА;DB90 Planter (54 Rows, 20-Inch Spacing)(S.N. 755101-794100)(North America Edition) - PC12800
1775NT - СЕЯЛКА;1775NT Narrow Transport 12-Row Planter (S.N. 794101- )(Russian) - PC16139
1775NT - СЕЯЛКА;1775NT Narrow Transport 16-Row Planter (S.N. 794101- )(Russian) - PC16140
1775NT - СЕЯЛКА;1775NT Narrow Transport 24-Row Planter (S.N. 794101- )(Russian) - PC16141
1795 - СЕЯЛКА;1795 Front Fold Planter (23/24 Rows, 15-Inch Spacing)(S.N. 794101- )(Russian) - PC16142
1795 - СЕЯЛКА;1795 Front Fold Planter (24 Rows, 20-Inch Spacing)(S.N. 794101- )(Russian) - PC16144
1795 - СЕЯЛКА;1795 Front Fold Planter (31/32 Rows, 15-Inch Spacing)(S.N. 794101- )(Russian) - PC16143
